CAS.No,Parameter,Results,Units,LOQ,Dilution,Matrix,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
NA,Bromodichloromethane,ND,ug/m3,20,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,Benzyl chloride,ND,ug/m3,16,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,Benzene,15,ug/m3,10,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,Acetone,79,ug/m3,7.6,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,2-Hexanone,ND,ug/m3,13,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,2-Butanone,ND,ug/m3,9.4,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,4-Dioxane",ND,ug/m3,11,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,4-Dichlorobenzene",ND,ug/m3,19,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,3-Dichlorobenzene",ND,ug/m3,19,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,3-Butadiene",ND,ug/m3,14,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,3,5-Trimethylbenzene",ND,ug/m3,16,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dichlorotetrafluoroethane",ND,ug/m3,22,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dichloropropane",ND,ug/m3,15,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dichloroethane",ND,ug/m3,13,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dichlorobenzene",ND,ug/m3,19,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2,4-Trimethylbenzene",27,ug/m3,16,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2,4-Trichlorobenzene",ND,ug/m3,24,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1-Dichloroethylene",ND,ug/m3,13,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1-Dichloroethane",ND,ug/m3,13,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,Trichlorofluoromethane (Freon 11),ND,ug/m3,18,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1,2-Trichloroethane",ND,ug/m3,17,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",ND,ug/m3,24,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1,2,2-Tetrachloroethane",ND,ug/m3,22,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1,1-Trichloroethane",ND,ug/m3,17,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,Dichlorodifluoromethane,ND,ug/m3,16,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dibromoethane",ND,ug/m3,24,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,Dibromochloromethane,ND,ug/m3,26,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,Methyl Methacrylate,ND,ug/m3,13,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,Chlorobenzene,ND,ug/m3,15,31.3,SV,York,767 Bergen Street,SV2,05/29/2013,06/01/2013,14CVCP185K
NA,Vinyl Chloride,ND,ug/m3,1.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Vinyl acetate,ND,ug/m3,2.3,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Trichloroethylene,ND,ug/m3,1.7,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"trans-1,3-Dichloropropylene",ND,ug/m3,2.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"trans-1,2-Dichloroethylene",ND,ug/m3,2.5,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Toluene,78,ug/m3,2.4,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Tetrahydrofuran,56,ug/m3,1.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Tetrachloroethylene,7.4,ug/m3,4.3,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Styrene,ND,ug/m3,2.7,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Propylene,ND,ug/m3,1.1,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,p-Ethyltoluene,17,ug/m3,16,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,p- & m- Xylenes,150,ug/m3,5.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,o-Xylene,48,ug/m3,2.8,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,n-Hexane,21,ug/m3,2.3,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,n-Heptane,16,ug/m3,2.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Methylene chloride,5.3,ug/m3,2.2,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Methyl tert-butyl ether (MTBE),ND,ug/m3,2.3,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,4-Methyl-2-pentanone,ND,ug/m3,2.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Tsopropanol,160,ug/m3,1.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Hexachlorobutadiene,ND,ug/m3,6.8,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Ethyl Benzene,35,ug/m3,2.8,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Ethyl acetate,ND,ug/m3,2.3,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Cyclohexane,4.4000000000000004,ug/m3,2.2,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"cis-1,3-Dichloropropylene",ND,ug/m3,2.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"cis-1,2-Dichloroethylene",ND,ug/m3,2.5,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Chloromethane,ND,ug/m3,1.3,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Chloroform,ND,ug/m3,3.1,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Chloroethane,ND,ug/m3,1.7,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Carbon tetrachloride,ND,ug/m3,2,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Carbon disulfide,ND,ug/m3,2,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Bromomethane,ND,ug/m3,2.5,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Bromoform,ND,ug/m3,6.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Bromodichloromethane,ND,ug/m3,4,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Benzyl chloride,ND,ug/m3,3.3,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Benzene,36,ug/m3,2,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Acetone,240,ug/m3,15,63,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,2-Hexanone,ND,ug/m3,2.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,2-Butanone,24,ug/m3,1.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,4-Dioxane",ND,ug/m3,2.3,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,4-Dichlorobenzene",ND,ug/m3,3.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,3-Dichlorobenzene",ND,ug/m3,3.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,3-Butadiene",ND,ug/m3,2.8,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,3,5-Trimethylbenzene",5.7,ug/m3,3.2,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,2-Dichlorotetrafluoroethane",ND,ug/m3,4.5,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,2-Dichloropropane",ND,ug/m3,3,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,2-Dichloroethane",ND,ug/m3,2.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,2-Dichlorobenzene",ND,ug/m3,3.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,2,4-Trimethylbenzene",23,ug/m3,3.2,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,2,4-Trichlorobenzene",ND,ug/m3,4.8,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,1-Dichloroethylene",ND,ug/m3,2.5,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,1-Dichloroethane",ND,ug/m3,2.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Trichlorofluoromethane (Freon 11),5,ug/m3,3.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,1,2-Trichloroethane",ND,ug/m3,3.5,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",ND,ug/m3,4.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,1,2,2-Tetrachloroethane",ND,ug/m3,4.4,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,1,1-Trichloroethane",ND,ug/m3,3.5,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Dichlorodifluoromethane,ND,ug/m3,3.2,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,"1,2-Dibromoethane",ND,ug/m3,4.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Dibromochloromethane,ND,ug/m3,5.1,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Methyl Methacrylate,ND,ug/m3,2.6,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Chlorobenzene,ND,ug/m3,2.9,6.3,SV,York,767 Bergen Street,SV3,05/29/2013,06/03/2013,14CVCP185K
NA,Vinyl Chloride,ND,ug/m3,0.35,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Vinyl acetate,ND,ug/m3,0.48,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Trichloroethylene,ND,ug/m3,0.36,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"trans-1,3-Dichloropropylene",ND,ug/m3,0.62,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"trans-1,2-Dichloroethylene",ND,ug/m3,0.54,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Toluene,4.3,ug/m3,0.51,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Tetrahydrofuran,7.1,ug/m3,0.4,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Tetrachloroethylene,11,ug/m3,0.92,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Styrene,ND,ug/m3,0.58,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Propylene,ND,ug/m3,0.23,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,p-Ethyltoluene,ND,ug/m3,3.3,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,p- & m- Xylenes,ND,ug/m3,1.2,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,o-Xylene,ND,ug/m3,0.59,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,n-Hexane,35,ug/m3,0.48,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,n-Heptane,ND,ug/m3,0.56,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Methylene chloride,22,ug/m3,0.47,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Methyl tert-butyl ether (MTBE),ND,ug/m3,0.49,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,4-Methyl-2-pentanone,ND,ug/m3,0.56,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Tsopropanol,3.2,ug/m3,0.33,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Hexachlorobutadiene,ND,ug/m3,1.4,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Ethyl Benzene,ND,ug/m3,0.59,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Ethyl acetate,2.2000000000000002,ug/m3,0.49,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Cyclohexane,1.9,ug/m3,0.47,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"cis-1,3-Dichloropropylene",ND,ug/m3,0.62,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"cis-1,2-Dichloroethylene",ND,ug/m3,0.54,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Chloromethane,1.6,ug/m3,0.28,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Chloroform,ND,ug/m3,0.66,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Chloroethane,ND,ug/m3,0.36,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Carbon tetrachloride,0.51,ug/m3,0.43,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Carbon disulfide,ND,ug/m3,0.42,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Bromomethane,ND,ug/m3,0.53,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Bromoform,ND,ug/m3,1.4,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Bromodichloromethane,ND,ug/m3,0.84,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Benzyl chloride,ND,ug/m3,0.7,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Benzene,2.2000000000000002,ug/m3,0.43,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Acetone,30,ug/m3,0.32,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,2-Hexanone,ND,ug/m3,0.56,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,2-Butanone,4.0999999999999996,ug/m3,0.4,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,4-Dioxane",ND,ug/m3,0.49,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,4-Dichlorobenzene",ND,ug/m3,0.82,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,3-Dichlorobenzene",ND,ug/m3,0.82,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,3-Butadiene",ND,ug/m3,0.59,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,3,5-Trimethylbenzene",ND,ug/m3,0.67,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dichlorotetrafluoroethane",ND,ug/m3,0.95,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dichloropropane",ND,ug/m3,0.63,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dichloroethane",ND,ug/m3,0.55,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dichlorobenzene",ND,ug/m3,0.82,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2,4-Trimethylbenzene",ND,ug/m3,0.67,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2,4-Trichlorobenzene",ND,ug/m3,1,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1-Dichloroethylene",ND,ug/m3,0.54,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1-Dichloroethane",ND,ug/m3,0.55,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Trichlorofluoromethane (Freon 11),4.0999999999999996,ug/m3,0.76,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1,2-Trichloroethane",ND,ug/m3,0.74,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",ND,ug/m3,1,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1,2,2-Tetrachloroethane",ND,ug/m3,0.93,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,1,1-Trichloroethane",ND,ug/m3,0.74,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Dichlorodifluoromethane,3.2,ug/m3,0.67,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,"1,2-Dibromoethane",ND,ug/m3,1,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Dibromochloromethane,ND,ug/m3,1.1,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Methyl Methacrylate,ND,ug/m3,0.55,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
NA,Chlorobenzene,ND,ug/m3,0.62,1.3333,Air,York,767 Bergen Street,A-1,05/29/2013,06/01/2013,14CVCP185K
71-55-6,"1,1,1-Trichloroethane",ND,ug/m3,13,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
79-34-5,"1,1,2,2-Tetrachloroethane",ND,ug/m3,17,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",ND,ug/m3,18,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
79-00-5,"1,1,2-Trichloroethane",ND,ug/m3,13,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
75-34-3,"1,1-Dichloroethane",ND,ug/m3,9.7,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
75-35-4,"1,1-Dichloroethylene",ND,ug/m3,9.5,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
120-82-1,"1,2,4-Trichlorobenzene",ND,ug/m3,18,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
95-63-6,"1,2,4-Trimethylbenzene",ND,ug/m3,59,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
106-93-4,"1,2-Dibromoethane",ND,ug/m3,18,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
95-50-1,"1,2-Dichlorobenzene",ND,ug/m3,14,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
107-06-2,"1,2-Dichloroethane",ND,ug/m3,9.7,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
78-87-5,"1,2-Dichloropropane",ND,ug/m3,11,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
76-14-2,"1,2-Dichlorotetrafluoroethane",ND,ug/m3,17,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
108-67-8,"1,3,5-Trimethylbenzene",ND,ug/m3,24,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
106-99-0,"1,3-Butadiene",ND,ug/m3,10,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
541-73-1,"1,3-Dichlorobenzene",ND,ug/m3,14,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
106-46-7,"1,4-Dichlorobenzene",ND,ug/m3,14,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
123-91-1,"1,4-Dioxane",ND,ug/m3,87,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
78-93-3,2-Butanone,77,ug/m3,7.1,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
591-78-6,2-Hexanone,24,ug/m3,20,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
108-10-1,4-Methyl-2-pentanone,ND,ug/m3,9.9,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
67-64-1,Acetone,830,ug/m3,5.7,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
71-43-2,Benzene,380,ug/m3,7.7,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
100-44-7,Benzyl chloride,ND,ug/m3,12,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
75-27-4,Bromodichloromethane,ND,ug/m3,15,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
75-25-2,Bromoform,ND,ug/m3,25,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
74-83-9,Bromomethane,ND,ug/m3,9.3,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
75-15-0,Carbon disulfide,25,ug/m3,7.5,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
56-23-5,Carbon tetrachloride,ND,ug/m3,7.6,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
108-90-7,Chlorobenzene,ND,ug/m3,11,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
75-00-3,Chloroethane,ND,ug/m3,6.4,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
67-66-3,Chloroform,ND,ug/m3,12,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
74-87-3,Chloromethane,ND,ug/m3,5,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
156-59-2,"cis-1,2-Dichloroethylene",ND,ug/m3,9.5,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
10061-01-5,"cis-1,3-Dichloropropylene",ND,ug/m3,11,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
110-82-7,Cyclohexane,ND,ug/m3,8.3,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
124-48-1,Dibromochloromethane,ND,ug/m3,19,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
75-71-8,Dichlorodifluoromethane,29,ug/m3,12,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
141-78-6,Ethyl acetate,ND,ug/m3,8.7,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
100-41-4,Ethyl Benzene,24,ug/m3,10,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
87-68-3,Hexachlorobutadiene,ND,ug/m3,26,23.66,SV,York,66 North 8th Street,SV-1,08/30/2012,09/07/2012,13CVCP101K
