street_address,laboratory,lab_data_availability,sample_id,collection_date,analysis_date,parameter,ppbv_results,ppbv_rl,ppbv_mdl,ug_m3_results,ug_m3_rl,ug_m3_mdl,dilution
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,Dibromochloromethane,ND,0.2,--,ND,1.7,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,"1,2-Dibromoethane",ND,0.2,--,ND,1.54,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,Tetrachloroethene,8.17,0.2,--,55.4,1.36,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,Chlorobenzene,ND,0.2,--,ND,0.921,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,Ethylbenzene,0.562,0.2,--,2.44,0.869,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,p/m-Xylene,2.05,0.4,--,8.9,1.74,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,Bromoform,ND,0.2,--,ND,2.07,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,Styrene,ND,0.2,--,ND,0.852,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,"1,1,2,2-Tetrachloroethane",ND,0.2,--,ND,1.37,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,o-Xylene,0.664,0.2,--,2.88,0.869,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,4-Ethyltoluene,ND,0.2,--,ND,0.983,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,"1,3,5-Trimethylbenzene",0.201,0.2,--,0.988,0.983,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,"1,2,4-Trimethylbenzene",0.932,0.2,--,4.58,0.983,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,Benzyl chloride,ND,0.2,--,ND,1.04,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,"1,3-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,"1,4-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,"1,2-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,"1,2,4-Trichlorobenzene",ND,0.2,--,ND,1.48,--,1
205 Park Avenue,Alpha Analytical,Yes,SG-8 (5-6'),2020-01-08,2020-01-14,Hexachlorobutadiene,ND,0.2,--,ND,2.13,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Propylene,ND,0.5,--,ND,0.86,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Dichlorodifluoromethane,0.559,0.2,--,2.76,0.989,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Chloromethane,0.615,0.2,--,1.27,0.413,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Freon-114,ND,0.2,--,ND,1.4,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Vinyl chloride,ND,0.2,--,ND,0.511,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,3-Butadiene",ND,0.2,--,ND,0.442,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Bromomethane,ND,0.2,--,ND,0.777,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Chloroethane,ND,0.2,--,ND,0.528,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Ethanol,6.78,2.5,--,12.8,4.71,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Vinyl bromide,ND,0.2,--,ND,0.874,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Acetone,9.02,1,--,21.4,2.38,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Trichlorofluoromethane,0.292,0.2,--,1.64,1.12,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Isopropanol,0.609,0.5,--,1.5,1.23,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,1-Dichloroethene",ND,0.2,--,ND,0.793,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Methylene chloride,5.42,1,--,18.8,3.47,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,3-Chloropropene,ND,0.2,--,ND,0.626,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Carbon disulfide,ND,0.2,--,ND,0.623,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Freon-113,ND,0.2,--,ND,1.53,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"trans-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,1-Dichloroethane",ND,0.2,--,ND,0.809,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Methyl tert butyl ether,ND,0.2,--,ND,0.721,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Vinyl acetate,ND,0.2,--,ND,0.704,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,2-Butanone,0.913,0.2,--,2.69,0.59,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"cis-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Ethyl Acetate,ND,0.5,--,ND,1.8,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Chloroform,ND,0.2,--,ND,0.977,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Tetrahydrofuran,ND,0.2,--,ND,0.59,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,2-Dichloroethane",ND,0.2,--,ND,0.809,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,n-Hexane,0.249,0.2,--,0.878,0.705,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,1,1-Trichloroethane",ND,0.2,--,ND,1.09,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Benzene,ND,0.2,--,ND,0.639,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Carbon tetrachloride,ND,0.2,--,ND,1.26,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Cyclohexane,ND,0.2,--,ND,0.688,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,2-Dichloropropane",ND,0.2,--,ND,0.924,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Bromodichloromethane,ND,0.2,--,ND,1.34,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,4-Dioxane",ND,0.2,--,ND,0.721,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Trichloroethene,ND,0.2,--,ND,1.07,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"2,2,4-Trimethylpentane",ND,0.2,--,ND,0.934,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Heptane,ND,0.2,--,ND,0.82,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"cis-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,4-Methyl-2-pentanone,ND,0.2,--,ND,0.82,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"trans-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,1,2-Trichloroethane",ND,0.2,--,ND,1.09,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Toluene,0.991,0.2,--,3.73,0.754,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,2-Hexanone,ND,0.2,--,ND,0.82,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Dibromochloromethane,ND,0.2,--,ND,1.7,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,2-Dibromoethane",ND,0.2,--,ND,1.54,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Tetrachloroethene,ND,0.2,--,ND,1.36,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Chlorobenzene,ND,0.2,--,ND,0.921,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Ethylbenzene,ND,0.2,--,ND,0.869,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,p/m-Xylene,ND,0.4,--,ND,1.74,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Bromoform,ND,0.2,--,ND,2.07,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Styrene,ND,0.2,--,ND,0.852,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,1,2,2-Tetrachloroethane",ND,0.2,--,ND,1.37,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,o-Xylene,ND,0.2,--,ND,0.869,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,4-Ethyltoluene,ND,0.2,--,ND,0.983,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,3,5-Trimethybenzene",ND,0.2,--,ND,0.983,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,2,4-Trimethylbenzene",ND,0.2,--,ND,0.983,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Benzyl chloride,ND,0.2,--,ND,1.04,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,3-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,4-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,2-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,"1,2,4-Trichlorobenzene",ND,0.2,--,ND,1.48,--,1
264 North 10th Street,Alpha Analytical,Yes,AA-1,2011-08-31,2011-09-08,Hexachlorobutadiene,ND,0.2,--,ND,2.13,--,1
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Propylene,45.2,5,--,77.8,8.6,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Dichlorodifluoromethane,ND,2,--,ND,9.89,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Chloromethane,ND,2,--,ND,4.13,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Freon-114,ND,2,--,ND,14,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Vinyl chloride,ND,2,--,ND,5.11,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,3-Butadiene",2.58,2,--,5.71,4.42,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Bromomethane,ND,2,--,ND,7.77,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Chloroethane,ND,2,--,ND,5.28,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Ethanol,42.5,25,--,80.1,47.1,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Vinyl bromide,ND,2,--,ND,8.74,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Acetone,387,10,--,919,23.8,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Trichlorofluoromethane,ND,2,--,ND,11.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Isopropanol,ND,5,--,ND,12.3,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,1-Dichloroethene",ND,2,--,ND,7.93,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Methylene chloride,ND,10,--,ND,34.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,3-Chloropropene,ND,2,--,ND,6.26,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Carbon disulfide,2.46,2,--,7.66,6.23,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Freon-113,ND,2,--,ND,15.3,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"trans-1,2-Dichloroethene",ND,2,--,ND,7.93,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,1-Dichloroethane",ND,2,--,ND,8.09,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Methyl tert butyl ether,ND,2,--,ND,7.21,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Vinyl acetate,ND,2,--,ND,7.04,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,2-Butanone,15,2,--,44.2,5.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"cis-1,2-Dichloroethene",ND,2,--,ND,7.93,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Ethyl Acetate,ND,5,--,ND,18,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Chloroform,ND,2,--,ND,9.77,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Tetrahydrofuran,ND,2,--,ND,5.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,2-Dichloroethane",ND,2,--,ND,8.09,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,n-Hexane,31.2,2,--,110,7.05,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,1,1-Trichloroethane",ND,2,--,ND,10.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Benzene,14.3,2,--,45.7,6.39,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Carbon tetrachloride,ND,2,--,ND,12.6,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Cyclohexane,ND,2,--,ND,6.88,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,2-Dichloropropane",ND,2,--,ND,9.24,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Bromodichloromethane,ND,2,--,ND,13.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,4-Dioxane",ND,2,--,ND,7.21,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Trichloroethene,ND,2,--,ND,10.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"2,2,4-Trimethylpentane",ND,2,--,ND,9.34,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Heptane,16.4,2,--,67.2,8.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"cis-1,3-Dichloropropene",ND,2,--,ND,9.08,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,4-Methyl-2-pentanone,4.45,2,--,18.2,8.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"trans-1,3-Dichloropropene",ND,2,--,ND,9.08,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,1,2-Trichloroethane",ND,2,--,ND,10.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Toluene,118,2,--,445,7.54,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,2-Hexanone,ND,2,--,ND,8.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Dibromochloromethane,ND,2,--,ND,17,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,2-Dibromoethane",ND,2,--,ND,15.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Tetrachloroethene,9.12,2,--,61.8,13.6,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Chlorobenzene,ND,2,--,ND,9.21,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Ethylbenzene,14,2,--,60.8,8.69,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,p/m-Xylene,60.1,4,--,261,17.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Bromoform,ND,2,--,ND,20.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Styrene,ND,2,--,ND,8.52,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,1,2,2-Tetrachloroethane",ND,2,--,ND,13.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,o-Xylene,11,2,--,47.8,8.69,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,4-Ethyltoluene,5.26,2,--,25.8,9.83,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,3,5-Trimethybenzene",3.14,2,--,15.4,9.83,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,2,4-Trimethylbenzene",8.97,2,--,44.1,9.83,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Benzyl chloride,ND,2,--,ND,10.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,3-Dichlorobenzene",ND,2,--,ND,12,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,4-Dichlorobenzene",ND,2,--,ND,12,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,2-Dichlorobenzene",ND,2,--,ND,12,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,"1,2,4-Trichlorobenzene",ND,2,--,ND,14.8,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-1,2011-08-31,2011-09-08,Hexachlorobutadiene,ND,2,--,ND,21.3,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Propylene,310,5,--,534,8.6,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Dichlorodifluoromethane,ND,2,--,ND,9.89,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Chloromethane,ND,2,--,ND,4.13,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Freon-114,ND,2,--,ND,14,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Vinyl chloride,ND,2,--,ND,5.11,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,3-Butadiene",12.4,2,--,27.4,4.42,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Bromomethane,ND,2,--,ND,7.77,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Chloroethane,ND,2,--,ND,5.28,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Ethanol,83.5,25,--,157,47.1,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Vinyl bromide,ND,2,--,ND,8.74,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Acetone,563,10,--,1340,23.8,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Trichlorofluoromethane,ND,2,--,ND,11.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Isopropanol,ND,5,--,ND,12.3,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,1-Dichloroethene",ND,2,--,ND,7.93,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Methylene chloride,ND,10,--,ND,34.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,3-Chloropropene,ND,2,--,ND,6.26,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Carbon disulfide,10.1,2,--,31.4,6.23,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Freon-113,ND,2,--,ND,15.3,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"trans-1,2-Dichloroethene",ND,2,--,ND,7.93,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,1-Dichloroethane",ND,2,--,ND,8.09,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Methyl tert butyl ether,ND,2,--,ND,7.21,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Vinyl acetate,ND,2,--,ND,7.04,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,2-Butanone,26.2,2,--,77.3,5.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"cis-1,2-Dichloroethene",ND,2,--,ND,7.93,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Ethyl Acetate,ND,5,--,ND,18,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Chloroform,ND,2,--,ND,9.77,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Tetrahydrofuran,2.78,2,--,8.2,5.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,2-Dichloroethane",ND,2,--,ND,8.09,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,n-Hexane,309,2,--,1090,7.05,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,1,1-Trichloroethane",ND,2,--,ND,10.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Benzene,130,2,--,415,6.39,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Carbon tetrachloride,ND,2,--,ND,12.6,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Cyclohexane,253,2,--,871,6.88,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,2-Dichloropropane",ND,2,--,ND,9.24,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Bromodichloromethane,ND,2,--,ND,13.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,4-Dioxane",ND,2,--,ND,7.21,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Trichloroethene,ND,2,--,ND,10.7,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"2,2,4-Trimethylpentane",ND,2,--,ND,9.34,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Heptane,520,2,--,2130,8.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"cis-1,3-Dichloropropene",ND,2,--,ND,9.08,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,4-Methyl-2-pentanone,ND,2,--,ND,8.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"trans-1,3-Dichloropropene",ND,2,--,ND,9.08,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,1,2-Trichloroethane",ND,2,--,ND,10.9,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Toluene,1960,2,--,7390,7.54,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,2-Hexanone,ND,2,--,ND,8.2,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Dibromochloromethane,ND,2,--,ND,17,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,"1,2-Dibromoethane",ND,2,--,ND,15.4,--,10
264 North 10th Street,Alpha Analytical,Yes,SG-2,2011-08-31,2011-09-08,Tetrachloroethene,5.08,2,--,34.4,13.6,--,10
